8.610910665319667645e-01 8.785539038822337554e-01 8.737191513926970687e-01 8.755953240005772686e-01 8.903160629239427193e-01 8.926251984413334783e-01 8.752345215759848029e-01
8.785539038822337554e-01 8.737191513926970687e-01 8.755953240005772686e-01 8.903160629239427193e-01 8.926251984413334783e-01 8.752345215759848029e-01 8.733583489681050471e-01
8.737191513926970687e-01 8.755953240005772686e-01 8.903160629239427193e-01 8.926251984413334783e-01 8.752345215759848029e-01 8.733583489681050471e-01 8.361235387501803062e-01
8.755953240005772686e-01 8.903160629239427193e-01 8.926251984413334783e-01 8.752345215759848029e-01 8.733583489681050471e-01 8.361235387501803062e-01 8.283302063789866887e-01
8.903160629239427193e-01 8.926251984413334783e-01 8.752345215759848029e-01 8.733583489681050471e-01 8.361235387501803062e-01 8.283302063789866887e-01 8.063934189637754768e-01
8.926251984413334783e-01 8.752345215759848029e-01 8.733583489681050471e-01 8.361235387501803062e-01 8.283302063789866887e-01 8.063934189637754768e-01 8.016308269591571056e-01
8.752345215759848029e-01 8.733583489681050471e-01 8.361235387501803062e-01 8.283302063789866887e-01 8.063934189637754768e-01 8.016308269591571056e-01 7.760860152980225690e-01
8.733583489681050471e-01 8.361235387501803062e-01 8.283302063789866887e-01 8.063934189637754768e-01 8.016308269591571056e-01 7.760860152980225690e-01 8.167845287920333375e-01
8.361235387501803062e-01 8.283302063789866887e-01 8.063934189637754768e-01 8.016308269591571056e-01 7.760860152980225690e-01 8.167845287920333375e-01 8.404531678452876742e-01
8.283302063789866887e-01 8.063934189637754768e-01 8.016308269591571056e-01 7.760860152980225690e-01 8.167845287920333375e-01 8.404531678452876742e-01 8.759561264251692903e-01
8.063934189637754768e-01 8.016308269591571056e-01 7.760860152980225690e-01 8.167845287920333375e-01 8.404531678452876742e-01 8.759561264251692903e-01 8.652042141723189639e-01
8.016308269591571056e-01 7.760860152980225690e-01 8.167845287920333375e-01 8.404531678452876742e-01 8.759561264251692903e-01 8.652042141723189639e-01 8.703276086015293567e-01
7.760860152980225690e-01 8.167845287920333375e-01 8.404531678452876742e-01 8.759561264251692903e-01 8.652042141723189639e-01 8.703276086015293567e-01 8.815846442488090018e-01
8.167845287920333375e-01 8.404531678452876742e-01 8.759561264251692903e-01 8.652042141723189639e-01 8.703276086015293567e-01 8.815846442488090018e-01 9.241593303506997481e-01
8.404531678452876742e-01 8.759561264251692903e-01 8.652042141723189639e-01 8.703276086015293567e-01 8.815846442488090018e-01 9.241593303506997481e-01 9.245201327752922138e-01
8.759561264251692903e-01 8.652042141723189639e-01 8.703276086015293567e-01 8.815846442488090018e-01 9.241593303506997481e-01 9.245201327752922138e-01 9.142733439168709841e-01
8.652042141723189639e-01 8.703276086015293567e-01 8.815846442488090018e-01 9.241593303506997481e-01 9.245201327752922138e-01 9.142733439168709841e-01 9.225717996824934763e-01
8.703276086015293567e-01 8.815846442488090018e-01 9.241593303506997481e-01 9.245201327752922138e-01 9.142733439168709841e-01 9.225717996824934763e-01 9.193967383460813769e-01
8.815846442488090018e-01 9.241593303506997481e-01 9.245201327752922138e-01 9.142733439168709841e-01 9.225717996824934763e-01 9.193967383460813769e-01 9.276951941117043132e-01
9.241593303506997481e-01 9.245201327752922138e-01 9.142733439168709841e-01 9.225717996824934763e-01 9.193967383460813769e-01 9.276951941117043132e-01 9.308702554481164126e-01
9.245201327752922138e-01 9.142733439168709841e-01 9.225717996824934763e-01 9.193967383460813769e-01 9.276951941117043132e-01 9.308702554481164126e-01 9.479001298888728444e-01
9.142733439168709841e-01 9.225717996824934763e-01 9.193967383460813769e-01 9.276951941117043132e-01 9.308702554481164126e-01 9.479001298888728444e-01 9.450137104921344511e-01
9.225717996824934763e-01 9.193967383460813769e-01 9.276951941117043132e-01 9.308702554481164126e-01 9.479001298888728444e-01 9.450137104921344511e-01 9.589406840813968769e-01
9.193967383460813769e-01 9.276951941117043132e-01 9.308702554481164126e-01 9.479001298888728444e-01 9.450137104921344511e-01 9.589406840813968769e-01 9.162216770096692775e-01
9.276951941117043132e-01 9.308702554481164126e-01 9.479001298888728444e-01 9.450137104921344511e-01 9.589406840813968769e-01 9.162216770096692775e-01 9.445807475826236699e-01
9.308702554481164126e-01 9.479001298888728444e-01 9.450137104921344511e-01 9.589406840813968769e-01 9.162216770096692775e-01 9.445807475826236699e-01 9.474671669793618412e-01
9.479001298888728444e-01 9.450137104921344511e-01 9.589406840813968769e-01 9.162216770096692775e-01 9.445807475826236699e-01 9.474671669793618412e-01 9.409727233367007893e-01
9.450137104921344511e-01 9.589406840813968769e-01 9.162216770096692775e-01 9.445807475826236699e-01 9.474671669793618412e-01 9.409727233367007893e-01 9.598066099004182172e-01
9.589406840813968769e-01 9.162216770096692775e-01 9.445807475826236699e-01 9.474671669793618412e-01 9.409727233367007893e-01 9.598066099004182172e-01 9.752489536729685993e-01
9.162216770096692775e-01 9.445807475826236699e-01 9.474671669793618412e-01 9.409727233367007893e-01 9.598066099004182172e-01 9.752489536729685993e-01 9.739500649444362557e-01
9.445807475826236699e-01 9.474671669793618412e-01 9.409727233367007893e-01 9.598066099004182172e-01 9.752489536729685993e-01 9.739500649444362557e-01 9.536008081974308714e-01
9.474671669793618412e-01 9.409727233367007893e-01 9.598066099004182172e-01 9.752489536729685993e-01 9.739500649444362557e-01 9.536008081974308714e-01 9.601674123250106829e-01
9.409727233367007893e-01 9.598066099004182172e-01 9.752489536729685993e-01 9.739500649444362557e-01 9.536008081974308714e-01 9.601674123250106829e-01 9.564872275941692648e-01
9.598066099004182172e-01 9.752489536729685993e-01 9.739500649444362557e-01 9.536008081974308714e-01 9.601674123250106829e-01 9.564872275941692648e-01 9.681050656660411535e-01
9.752489536729685993e-01 9.739500649444362557e-01 9.536008081974308714e-01 9.601674123250106829e-01 9.564872275941692648e-01 9.681050656660411535e-01 9.764756819165821833e-01
9.739500649444362557e-01 9.536008081974308714e-01 9.601674123250106829e-01 9.564872275941692648e-01 9.681050656660411535e-01 9.764756819165821833e-01 9.999999999999998890e-01
9.536008081974308714e-01 9.601674123250106829e-01 9.564872275941692648e-01 9.681050656660411535e-01 9.764756819165821833e-01 9.999999999999998890e-01 9.909077789002739278e-01
9.601674123250106829e-01 9.564872275941692648e-01 9.681050656660411535e-01 9.764756819165821833e-01 9.999999999999998890e-01 9.909077789002739278e-01 9.743830278539468148e-01
9.564872275941692648e-01 9.681050656660411535e-01 9.764756819165821833e-01 9.999999999999998890e-01 9.909077789002739278e-01 9.743830278539468148e-01 9.668061769375088099e-01
9.681050656660411535e-01 9.764756819165821833e-01 9.999999999999998890e-01 9.909077789002739278e-01 9.743830278539468148e-01 9.668061769375088099e-01 9.381584644248807114e-01
9.764756819165821833e-01 9.999999999999998890e-01 9.909077789002739278e-01 9.743830278539468148e-01 9.668061769375088099e-01 9.381584644248807114e-01 9.341174772694468276e-01
9.999999999999998890e-01 9.909077789002739278e-01 9.743830278539468148e-01 9.668061769375088099e-01 9.381584644248807114e-01 9.341174772694468276e-01 9.205513061047768675e-01
9.909077789002739278e-01 9.743830278539468148e-01 9.668061769375088099e-01 9.381584644248807114e-01 9.341174772694468276e-01 9.205513061047768675e-01 9.092221099725786848e-01
9.743830278539468148e-01 9.668061769375088099e-01 9.381584644248807114e-01 9.341174772694468276e-01 9.205513061047768675e-01 9.092221099725786848e-01 9.115312454899694439e-01
9.668061769375088099e-01 9.381584644248807114e-01 9.341174772694468276e-01 9.205513061047768675e-01 9.092221099725786848e-01 9.115312454899694439e-01 9.425602540049068390e-01
9.381584644248807114e-01 9.341174772694468276e-01 9.205513061047768675e-01 9.092221099725786848e-01 9.115312454899694439e-01 9.425602540049068390e-01 9.494876605570786721e-01
9.341174772694468276e-01 9.205513061047768675e-01 9.092221099725786848e-01 9.115312454899694439e-01 9.425602540049068390e-01 9.494876605570786721e-01 9.639197575407704166e-01
9.205513061047768675e-01 9.092221099725786848e-01 9.115312454899694439e-01 9.425602540049068390e-01 9.494876605570786721e-01 9.639197575407704166e-01 9.631259922066673917e-01
